1	7.652900
2	6.479200
3	7.249900
4	6.333400
5	5.657100
6	4.513600
7	3.300100
8	3.268000
9	2.165700
10	1.679700
11	2.076200
12	1.306900
13	1.193000
14	1.327800
15	0.788100
16	1.137900
17	0.938900
18	0.869100
19	1.443000
20	1.214000
21	1.167500
22	1.231600
23	1.318300
24	1.000100
25	1.110600
26	0.916400
27	0.918400
28	0.894100
29	0.635000
30	1.027200
31	1.200200
32	0.738100
33	0.680200
34	1.048100
35	1.108500
36	0.825900
37	0.848500
38	1.283000
39	0.677700
40	0.572800
41	0.602800
42	0.922800
43	0.916700
44	1.099900
45	1.547100
46	0.894000
47	0.578400
48	0.785400
49	0.676700
50	1.340500
51	0.694900
52	1.377200
53	0.928100
54	0.713500
55	0.901500
56	0.604600
57	0.838700
58	0.813100
59	0.979900
60	0.747100
61	1.143000
62	0.930200
63	0.826800
64	0.820200
65	1.175800
66	1.056300
67	0.736500
68	1.106700
69	0.776300
70	1.090600
71	0.899100
72	0.644300
73	1.188800
74	1.002000
75	0.655200
76	0.607700
77	1.372800
78	1.156000
79	0.392700
80	1.218800
81	1.021200
82	1.072200
83	0.632700
84	1.374500
85	0.791800
86	0.911700
87	0.860200
88	0.811100
89	1.048600
90	0.829800
91	0.768400
92	0.964600
93	0.665400
94	0.717000
95	0.831100
96	1.250400
97	0.661800
98	0.665800
99	1.286300
100	0.873900
101	0.819300
102	1.253000
103	0.475100
104	0.845500
105	0.373700
106	0.369300
107	0.687300
108	0.621900
109	0.488000
110	0.889000
111	0.815900
112	0.561400
113	0.622700
114	1.533200
115	0.915600
116	0.985800
117	0.605500
118	0.917800
119	1.084300
120	0.451100
121	0.402300
122	0.675800
123	0.695400
124	0.973500
125	0.680700
126	0.398400
127	0.743400
128	0.482000
129	0.894200
130	0.641700
131	1.130900
132	0.648300
133	0.858600
134	0.575600
135	0.515300
136	0.631600
137	1.074000
138	0.703800
139	0.601400
140	0.515500
141	0.919600
142	0.691300
143	0.861500
144	0.837900
145	1.025400
146	0.591800
147	1.001900
148	0.981800
149	1.043000
150	0.481800
151	0.766300
152	0.661300
153	0.780700
154	0.651800
155	0.913900
156	0.862700
157	0.856900
158	0.773000
159	0.789300
160	0.692700
161	0.759800
162	0.774100
163	0.819200
164	0.753600
165	0.869300
166	0.844100
167	1.062900
168	0.742400
169	0.318700
170	1.526900
171	0.439600
172	0.679400
173	0.957200
174	1.134900
175	1.079500
176	0.966400
177	0.924600
178	0.399200
179	0.607400
180	1.142000
181	0.828000
182	0.611700
183	0.907200
184	0.755800
185	0.836800
186	0.603200
187	0.865300
188	0.689000
189	0.788500
190	0.816500
191	0.593200
192	0.898800
193	0.701700
194	0.381800
195	0.658400
196	0.765900
197	0.679300
198	0.515300
199	0.572800
200	0.698600
201	1.059100
202	0.860100
203	0.812900
204	0.878100
205	0.451700
206	0.708200
207	0.572500
208	0.723500
209	1.126300
210	0.943100
211	0.815000
212	0.839800
213	0.521000
214	0.772400
215	0.596900
216	0.362300
217	0.753700
218	0.812800
219	0.600400
220	1.003700
221	0.450500
222	0.552600
223	0.595300
224	0.750900
225	0.595700
226	0.624000
227	0.628300
228	0.635900
229	0.804200
230	0.850900
231	0.992100
232	0.983200
233	0.577600
234	0.727300
235	0.589500
236	0.930400
237	0.588800
238	0.575200
239	0.408900
240	0.558000
241	0.853100
242	0.167900
243	0.631100
244	0.574900
245	0.693400
246	0.531500
247	0.746800
248	0.493600
249	0.823500
250	0.375200
251	0.513500
252	0.375400
253	0.612300
254	0.298300
255	0.715100
256	0.721000
257	0.929800
258	0.809700
259	0.401200
260	0.532900
261	0.599200
262	1.544700
263	0.704900
264	0.776900
265	0.696300
266	0.279200
267	0.359400
268	0.636100
269	0.601700
270	0.396300
271	0.792500
272	0.494200
273	0.528700
274	0.654700
275	0.691300
276	0.896000
277	0.657300
278	0.395400
279	0.435100
280	0.436700
281	0.564900
282	0.495100
283	0.712000
284	0.468200
285	0.619700
286	1.261300
287	0.540200
288	0.465000
289	0.762500
290	0.639900
291	0.521800
292	0.773600
293	0.835200
294	0.321600
295	0.356200
296	0.597500
297	0.945100
298	0.606000
299	0.909000
300	0.781200
301	0.518000
302	0.624600
303	0.790500
304	0.959400
305	0.480100
306	0.404300
307	0.332100
308	0.399300
309	0.724700
310	0.453500
